U_ele_1 U_ele_2 band_gap delta_gap delta_band obj_func d_obj 
0.0 0.0 0.0 0.3809649999999998 0.2571635391315234 -0.08588339720023788 N/A
7.562348727818907 -9.452248136041476 0.09276200000000046 0.2882029999999993 0.3622912513580157 -0.11920645541016758 0.0333230582099297
0.15592108347381028 -0.21977812909485372 0.0 0.3809649999999998 0.2557364324085672 -0.08533442495204621 0.03387203045812137
-7.970315135981128 -6.536906562448343 0.5179559999999999 0.13699100000000008 0.39395688169443627 -0.12109315199605301 0.0357587270440068
7.022899606619669 4.086713921880405 0.0 0.3809649999999998 0.3570414090477698 -0.13189250863736263 0.010799356641309613
-7.042323716139681 6.2421843004595665 0.0 0.3809649999999998 0.3806444794500775 -0.1449512476081153 0.013058738970752687
-0.14795621272973178 -6.805211820852539 0.20099400000000056 0.17997099999999921 0.3041475582085808 -0.07747669308343147 0.06747455452468384
1.4300571837734752 10.0 0.0 0.3809649999999998 0.5148483722002825 -0.2350852175742104 0.15760852449077892
10.0 -2.463939595398671 0.0 0.3809649999999998 0.32228853339588664 -0.11418600687510358 0.12089921069910681
-10.0 0.06257672188720108 0.04225699999999932 0.33870800000000045 0.3098732774353185 -0.10069686336737947 0.013489143507724108
-3.0635941328654948 -10.0 0.5580270000000005 0.17706200000000072 0.39189664250062445 -0.12302497176344673 0.02232810839606726
-4.154508950112182 -2.2891361933684986 0.05533300000000008 0.3256319999999997 0.26319354508336507 -0.07846218148616191 0.044562790277284825
9.944890365406398 9.878067797215358 0.0 0.3809649999999998 0.49604460342447504 -0.22082876924615846 0.14236658775999655
4.510538184912221 -4.638333023919236 0.0 0.3809649999999998 0.2942564769163857 -0.1012237384616825 0.11960503078447596
-10.0 10.0 0.0 0.3809649999999998 0.5311852965566476 -0.24790194726473017 0.14667820880304766
2.7283504794214544 -9.970004863160675 0.28502899999999975 0.09593600000000002 0.3518280983547667 -0.09513818711794854 0.1527637601467816
-5.538205232810358 1.4849362439406613 0.0 0.3809649999999998 0.28140004084658515 -0.09567307004759479 0.0005348829296462493
-10.0 -10.0 0.8014589999999999 0.42049400000000015 0.4711258516531483 -0.21067347708092823 0.11500040703333345
5.004200691214879 0.11520232578711019 0.0 0.3809649999999998 0.27865595720811415 -0.09452043967192769 0.11615303740900054
-3.2902633087945725 -5.430532233279564 0.25753999999999966 0.12342500000000012 0.3141623377407882 -0.07783191349731783 0.016688526174609863
10.0 1.7073598475443674 0.0 0.3809649999999998 0.3301752297278168 -0.11804534455061241 0.040213431053294585
-7.474339908987552 -2.593486905204982 0.20343100000000014 0.17753399999999964 0.3390064000756322 -0.09407358475817967 0.02397175979243274
-0.855886422031209 -3.773320636011759 0.0 0.3809649999999998 0.25852046183154065 -0.08640820469544475 0.007665380062734928
2.2078370558563343 2.767307654430356 0.0 0.3809649999999998 0.29957979470321 -0.10359462285206306 0.01718641815661831
-10.0 3.453374881375671 0.0 0.3809649999999998 0.3349847395782021 -0.12044466461895686 0.01685004176689381
10.0 -7.049592813053252 0.0 0.3809649999999998 0.37125096940140695 -0.13965404451736324 0.019209379898406376
2.518741277964415 -7.224700998127704 0.1137769999999998 0.267188 0.3105597417464424 -0.09018287173121275 0.049471172786150486
-2.399725427272972 3.7544400137874305 0.0 0.3809649999999998 0.30841667156429353 -0.1076242152803479 0.017441343549135152
-5.091127360398946 -4.283312809789537 0.2525629999999994 0.12840200000000035 0.3162235374657841 -0.07911976263653063 0.028504452643817277
0.07844982717993523 -8.860466196996411 0.32878900000000044 0.052175999999999334 0.338631994068389 -0.08668430429905008 0.00756454166251945
2.622639808067851 -2.138259564638381 0.0 0.3809649999999998 0.2575554677085907 -0.08603469701619315 0.0006496072828569288
-2.9166046847031746 -0.31389259091371713 0.0 0.3809649999999998 0.2479801434040152 -0.08240419644825692 0.0036305005679362345
-1.9301543283727174 -7.070229939741547 0.3071869999999999 0.0737779999999999 0.32720582567958034 -0.0816585375899919 0.0007456588582650109
-3.309386448250373 -3.7227886316111993 0.12949700000000064 0.25146799999999914 0.2816327751250014 -0.07529680377445709 0.006361733815534815
-10.0 -3.5489676197606363 0.3414760000000001 0.03948899999999966 0.35948004155750085 -0.09730927048888688 0.022012466714429788
2.4457584212082324 0.05054809994245346 0.0 0.3809649999999998 0.2626530995467252 -0.08802357083237641 0.009285699656510465
-2.478858489053688 -1.9581218781361294 0.0 0.3809649999999998 0.25019916444779744 -0.08323329922403193 0.004790271608344485
1.4083619475373355 -5.032585016135238 0.0 0.3809649999999998 0.2720009023033426 -0.09177195094662435 0.008538651722592425
6.867719126157534 -1.9414169781339607 0.0 0.3809649999999998 0.29548697970237375 -0.10176799918647322 0.00999604823984887
-1.6380788079453625 -5.56339445171677 0.18535400000000024 0.19561099999999954 0.29817737111290105 -0.07624822431310045 0.025519774873372772
-4.148965156775034 -3.7763011271844213 0.1728569999999996 0.20810800000000018 0.2912764257938993 -0.0744587020834517 0.0017895222296487462
-3.4565313001549285 -4.477075712401078 0.19437399999999982 0.18659099999999995 0.29833766626978064 -0.07545807265672422 0.0009993705732725122
-4.943237782367795 -3.2394205667876275 0.16533700000000007 0.2156279999999997 0.2931889143142728 -0.07609366320358647 0.0006355905468622552
-2.4663118628257577 -4.844771133274293 0.17367799999999978 0.207287 0.2947338912657148 -0.07589302508772265 0.00020063811586382152
-4.070035494786823 -3.2815153424356214 0.130598 0.2503669999999998 0.2806451395693059 -0.07474217944515638 0.0011508456425662755
-1.007110773350282 -6.372236414744805 0.21216399999999958 0.1688010000000002 0.3044876004247518 -0.0766579685095675 0.0019157890644111303
-3.828448288176574 -3.744469925446297 0.15572199999999992 0.22524299999999986 0.28770517787125155 -0.07476430429269632 0.001893664216871191
-3.0040060784305833 1.5469805594570207 0.0 0.3809649999999998 0.26579281015281714 -0.08926794625294855 0.014503641960252237
-4.523805916837828 -3.4327721982481973 0.1626890000000003 0.21827599999999947 0.28955929109290357 -0.07479454033766855 0.01447340591528
10.0 -10.0 0.0637850000000002 0.3171799999999996 0.3977487647031299 -0.1438038479671493 0.06900930762948074
-2.2364786115025663 -5.751514939571989 0.22897199999999973 0.15199300000000004 0.30927088961772814 -0.0775118303859557 0.06629201758119359
-5.498408188444615 -0.9425674282942575 0.0 0.3809649999999998 0.2672439066013745 -0.08984806201792309 0.012336231631967384
-0.5223354528212301 -5.736090573500008 0.14293500000000048 0.2380299999999993 0.290051811288037 -0.07726211014860318 0.012585951869319906
-4.2070277389164605 -3.5819531972170937 0.1603380000000003 0.22062699999999946 0.28810259491541834 -0.07442139717999814 0.0028407129686050386
-4.2070277389164605 -3.5819531972170937 0.1603380000000003 0.22062699999999946 0.28810259491541834 -0.07442139717999814 0.0
-4.1941941941941945 -3.613613613613614 0.16222899999999996 0.21873599999999982 0.28875009709143235 N/A N/A
